engine_temp,oil_pressure,brake_pad_wear,tire_pressure,battery_voltage,fuel_efficiency,mileage,maintenance_frequency,road_condition,driver_behavior,vehicle_age,ambient_temperature,vibration_level,coolant_level,transmission_slip,failure
97.45071229516849,40.76240317977297,32.12551734139125,42.94384063753395,11.822637771278231,17.355141068738437,154585.60490805993,3,average,smooth,0.8961514380164526,31.301232104308554,0.31572213477654626,60.67324749083391,9.979843233194876,0
87.92603548243223,40.46585891616146,10.301919444220609,34.27507878135779,12.709354330187615,15.326861151812421,113890.27349750065,2,average,smooth,16.626834973980998,33.07409975951239,0.5542263635185235,49.51622940716009,4.860138894260627,0
99.71532807151038,27.04356827369985,7.180754544546919,29.48045504970914,11.95061661605005,9.383264813264226,54165.80558973534,2,average,moderate,11.664596486179232,34.6147193548439,0.6127179741255888,50.353552958994975,2.107707890217516,0
112.84544784612038,41.69909808298563,9.427597789893605,33.391664312483535,11.760489428705947,15.286381402676485,81016.823344548,3,good,aggressive,1.1687669344543772,22.74959812795365,0.1958229962895361,46.46750291074302,8.477180165165233,0
86.48769937914996,52.328290818217454,58.28693611920428,39.12255439791083,11.820033305067975,16.006667563918793,19207.362376276917,1,good,moderate,17.435223306549382,25.854127805783875,0.19466663396342318,39.41229169696324,3.9431150890691926,0
86.4879456457623,32.25767880923205,5.166217582898969,39.318250385284955,13.003328773845567,8.424044104426759,190635.92335851834,4,good,moderate,17.55402821810132,30.789420213788304,0.33384571856334533,57.59797540398193,2.7264227335407867,0
113.68819223261087,55.484826510505926,33.69268749640384,29.698650527827684,12.403250594669645,20.832144881405696,173735.49424205764,2,poor,moderate,17.056316759566354,17.052719800928223,0.3903575750449676,56.523274022894654,4.904165571273068,0
101.51152093729362,49.87774821084338,75.31997019142294,33.012734782797196,12.071578269999964,15.933622782518317,13120.469381492672,3,poor,aggressive,15.486039536374461,15.619875532867594,0.5240748118673167,42.95492786445486,8.55798270276466,0
82.95788421097572,37.657666780289624,29.43481665153781,26.28293248131542,12.76140450254721,17.015963220409486,33298.133131666094,2,good,moderate,13.558508305271928,40.40067239742825,0.48078748173795927,64.0205652385478,2.3300081849282606,0
98.13840065378947,43.584703626621526,76.33080771801298,35.29867449876572,12.08548378253235,11.503411831271066,116218.88823775071,3,good,smooth,7.938182437571662,6.938357916210215,0.23302005439570497,57.44928990914806,4.238345496333623,0
83.04873460781306,60.98321807641033,74.54670382070553,38.21341879622358,13.626517893685703,17.071852566436853,46486.01482584318,3,good,moderate,2.726783345729109,30.00004085322863,0.17611868105448156,41.46165003137746,4.442436871511238,0
83.01405369644614,52.33547813505866,24.582713263321633,32.159197816464065,11.526133846306744,18.268513378689168,186880.13960282566,3,good,aggressive,5.77550550066444,28.412117165423528,0.1840277221002536,47.12691367668359,8.327642378998565,0
93.62943407349051,45.08783654898148,72.88221800927455,29.330463782559487,12.313028487182718,15.760704684413538,151118.1161742149,2,good,aggressive,6.941542767028686,13.766794254287607,0.5183839340768965,46.320400694633875,6.76005186492284,0
61.30079633013303,42.623166830390154,74.77766382721008,33.44052380511025,11.095234778333,14.971885324437707,54658.30258221656,0,good,aggressive,7.161529347295829,18.321569415390876,0.2838281230630275,53.12393386005657,7.804866185530004,0
64.12623251230451,45.76609070451659,39.745392566702684,33.66983612545266,12.153125608109907,12.319235625304751,1220.2822380952273,4,poor,smooth,11.309792302546438,21.431589700097966,0.07213693624084876,35.71366385238085,6.933857847828547,0
81.5656870613854,39.88236442057696,21.042048374151822,32.32457532739848,10.82036450229337,14.351379246650023,159889.47824059494,4,average,aggressive,4.167656162915446,27.166722857637986,0.002970335007809148,42.94954014176547,5.926759050960651,0
74.80753319498365,23.952504942809853,52.12708068918691,32.714860497343814,13.246316522559127,13.46391145722216,84817.94192021312,1,good,smooth,3.793222581375002,28.516712692200745,0.015063324211656178,57.94397504560831,1.3240922191847126,0
94.71370998892911,65.42177910534731,92.13975880001964,31.304740598122518,13.26650376700558,16.715986912178053,128475.5423715554,2,average,smooth,14.339254038694818,24.690704558203613,1.0106480077498174,34.13140566867924,8.329491896148372,0
76.37963886718184,46.553249991994015,63.9616732432062,35.98381971290562,13.284170173724476,12.450372224647792,57394.9650842595,2,average,moderate,0.15001100861032457,26.883926321349808,0.3060852650784125,48.0225361607875,6.072787122506597,0
68.81544447997062,48.981472651225374,17.29224976272612,34.94490978066051,12.528872480174467,16.693952164510673,28574.651871634193,5,good,smooth,2.9903887082605474,31.594502683770386,0.535635550389017,37.7373141214877,7.011716178478266,0
111.98473153382331,44.42092250123091,68.275692473352,28.067587411423403,11.620129595289908,12.48304331181103,135062.31835714914,1,average,moderate,8.699161645159428,31.132632298456677,1.3228018279664941,59.13203042172794,7.787479841261277,0
86.61335549270197,37.64883199275412,42.720302728183455,27.95763758736562,11.69965936796405,14.212942337519944,90064.91762933182,1,good,aggressive,2.981663322397894,40.343064064815884,0.06749757688666584,53.43307481101672,3.1169985448489665,0
91.01292307031886,43.140755190512294,59.1528797355373,30.982502331893752,14.030172055220522,16.84813319103845,47033.94021399618,1,good,aggressive,19.196251026378853,35.43135735842205,0.2967558164958966,35.32297456597132,4.373144152664098,0
68.62877720679815,29.006052378056886,73.4064035023108,34.947348496420716,13.935677103799797,12.888609840041868,27525.59991324064,3,good,moderate,13.402079029366856,25.17791323926915,0.38725172190352886,39.575778838201806,5.412906688120106,0
81.83425913212226,67.77086498053305,51.49473515144448,32.59222965556326,12.62255515695077,16.951609466932805,116095.91888832669,4,poor,moderate,8.655390230890534,31.406820675894622,0.9211104724167435,50.139146216723425,3.428224716270342,0
91.66383884564799,32.654880015776044,81.39839745733086,29.42739835950938,11.984365965919674,16.658982473014106,145109.98804151488,2,average,aggressive,2.2451069573359206,29.238231450970627,2.53506723676634,26.929821277216867,2.585368230404347,1
72.73509633866546,34.68033716152821,72.21555793166277,33.04607438690332,13.86862342269851,14.18714797986917,56777.39242462305,1,average,moderate,7.70372580309256,26.644065803558522,0.6218395278738189,38.99868324237168,7.768327379845397,0
95.63547027518509,40.597407956135996,61.50733400185106,30.676757921910912,11.80549683861519,18.485349604067366,147028.50706942478,3,poor,aggressive,13.01203337355921,16.314015680532712,0.5133795002292323,41.760278128073175,7.537320733937737,0
80.99041965121792,57.88075724852378,15.079281583235149,35.52194584089653,12.728849208095907,15.233353025931343,36624.43974655438,1,good,aggressive,19.376284067161343,26.622558745717367,1.264821456121519,62.8483837943839,8.317992872699389,0
85.62459375310085,45.14508999262654,83.59491109115683,33.33223374026819,13.851957305398459,18.306829579756048,67683.13821902186,0,poor,smooth,9.453747272816017,4.347513125739994,0.9081723511135079,44.23331544495667,6.966949957072695,0
80.97440081655904,32.63864203969538,93.5905585319816,30.738887250191425,11.663661500335373,20.380394774631537,148976.4573599911,4,average,smooth,13.848244921848117,35.72325184326435,1.0014038494209305,56.59379013621259,3.117273009816357,0
117.78417276763406,57.543383607573396,13.696512380929482,32.92607508818585,13.329223585637113,14.276096934896065,132028.70392941585,4,average,moderate,3.9071799465344625,28.50347716703411,0.0013546958798064455,45.27061151121971,3.2700226624125985,0
89.79754162893099,52.31000626785482,48.82411294334305,37.260192238096806,13.02056079584387,16.93486495208219,54104.7253807825,5,poor,aggressive,12.472667414713266,23.40814966443264,0.36121806389042793,57.4454220016596,5.277941787299784,0
